index,ground_truth
2736,42.11 voltage
2737,56.00 wattage
2738,60.58 voltage
2739,47.24 item_weight
2740,82.84 width
2741,10.66 depth
2742,5.96 height
2743,30.59 width
2744,19.05 voltage
2745,62.71 height
2746,77.07 height
2747,59.43 depth
2748,75.27 depth
2749,61.26 height
2750,11.49 width
2751,77.26 item_weight
2752,15.75 depth
2753,53.83 width
2754,2.82 voltage
2755,17.42 item_weight
2756,29.01 item_weight
2757,62.11 width
2758,60.89 item_weight
2759,15.23 wattage
2760,57.20 voltage
2761,73.79 width
2762,8.14 depth
2763,41.61 maximum_weight_recommendation
2764,69.00 item_weight
2765,54.58 depth
2766,62.36 height
2767,3.67 height
2768,34.38 width
2769,64.55 item_weight
2770,88.89 item_weight
2771,91.28 depth
2772,27.31 width
2773,13.44 depth
2774,8.62 maximum_weight_recommendation
2775,60.21 height
2776,36.16 item_weight
2777,90.86 voltage
2778,45.01 wattage
2779,4.95 item_weight
2780,17.62 voltage
2781,91.17 item_weight
2782,96.26 height
2783,90.03 maximum_weight_recommendation
2784,47.82 width
2785,72.70 height
2786,96.11 depth
2787,90.67 item_weight
2788,7.63 item_weight
2789,12.99 height
2790,97.98 depth
2791,57.17 width
2792,21.31 height
2793,50.87 depth
2794,59.16 height
2795,56.36 width
2796,29.95 depth
2797,26.83 height
2798,7.83 height
2799,12.31 item_weight
2800,60.31 height
2801,22.57 height
2802,57.67 item_weight
2803,92.65 height
2804,4.68 depth
2805,35.82 width
2806,89.35 depth
2807,6.83 height
2808,58.70 maximum_weight_recommendation
2809,36.61 height
2810,30.78 width
2811,1.92 height
2812,14.19 voltage
2813,58.15 wattage
2814,8.16 item_weight
2815,99.34 voltage
2816,64.86 wattage
2817,64.15 depth
2818,91.32 depth
2819,70.01 maximum_weight_recommendation
2820,17.65 voltage
2821,92.99 item_weight
2822,17.11 height
2823,60.87 width
2824,85.50 height
2825,18.04 maximum_weight_recommendation
2826,32.43 wattage
2827,8.05 voltage
2828,32.64 voltage
2829,18.01 wattage
2830,79.45 height
2831,91.31 depth
2832,4.37 height
2833,61.29 wattage
2834,79.12 item_weight
2835,52.98 depth
2836,50.01 item_weight
2837,66.54 width
2838,73.76 width
2839,45.93 depth
2840,74.74 maximum_weight_recommendation
2841,83.66 voltage
2842,24.04 height
2843,46.88 item_weight
2844,51.00 voltage
2845,40.63 wattage
2846,39.98 item_weight
2847,32.43 height
2848,40.97 depth
2849,92.18 width
2850,97.28 maximum_weight_recommendation
2851,16.99 item_weight
2852,21.63 depth
2853,13.07 width
2854,74.46 item_volume
2855,60.51 depth
2856,5.16 voltage
2857,37.62 voltage
2858,63.11 depth
2859,52.66 width
2860,65.93 width
2861,34.05 depth
2862,36.92 voltage
2863,86.23 wattage
2864,43.33 item_weight
2865,50.36 item_weight
2866,50.32 wattage
2867,89.94 height
2868,26.93 width
2869,29.95 item_weight
2870,20.30 voltage
2872,31.36 width
2873,47.34 depth
2874,81.67 height
2875,64.36 depth
2876,46.84 item_weight
2877,69.03 maximum_weight_recommendation
2878,46.66 height
2879,12.74 width
2880,70.75 item_weight
2881,49.10 depth
2882,58.93 item_weight
2883,62.69 width
2884,58.24 height
2885,79.81 depth
2886,90.95 item_weight
2887,15.08 height
2888,96.37 depth
2889,67.55 voltage
2890,29.45 item_weight
2891,83.54 depth
2892,46.10 width
2893,63.48 item_weight
2894,34.80 maximum_weight_recommendation
2895,76.86 voltage
2896,73.06 wattage
2897,93.22 item_weight
2898,72.27 width
2899,43.24 height
2900,6.16 depth
2901,45.39 width
2902,82.46 width
2903,65.93 item_weight
2904,29.54 item_weight
2905,59.79 width
2906,2.52 item_weight
2907,52.12 voltage
2908,67.42 height
2909,48.40 item_weight
2910,43.32 depth
2911,49.41 height
2912,65.34 height
2913,31.10 depth
2914,5.57 voltage
2915,43.18 height
2916,91.68 width
2917,51.14 wattage
2918,69.05 voltage
2919,60.60 depth
2920,77.88 height
2921,48.95 item_weight
2922,62.62 height
2923,37.04 width
2924,80.39 height
2925,61.40 depth
2926,21.96 width
2927,92.77 depth
2928,73.03 depth
2929,9.24 height
2930,39.21 width
2931,23.97 item_weight
2932,37.71 maximum_weight_recommendation
2933,36.18 maximum_weight_recommendation
2934,31.97 depth
2935,60.65 width
2936,11.48 depth
2937,11.29 width
2938,12.97 height
2939,70.60 item_weight
2940,87.79 maximum_weight_recommendation
2941,32.46 voltage
2942,57.17 depth
2943,77.20 height
2944,79.40 width
2945,9.20 depth
2946,2.08 voltage
2947,46.21 height
2948,95.81 depth
2949,25.71 depth
2950,71.42 width
2951,28.73 item_weight
2952,32.26 height
2953,26.81 depth
2954,7.59 wattage
2955,63.54 voltage
2956,87.61 wattage
2957,58.87 voltage
2958,81.67 item_weight
2959,88.37 height
2960,80.63 width
2961,67.86 depth
2962,22.13 voltage
2963,61.59 depth
2964,3.53 item_weight
2965,6.84 voltage
2966,63.66 depth
2967,89.95 voltage
2968,88.45 depth
2969,40.58 height
2970,24.98 item_weight
2971,24.38 height
2972,17.46 width
2973,7.70 depth
2974,98.02 height
2975,44.30 item_weight
2976,70.61 width
2977,2.90 height
2978,99.63 wattage
2979,65.22 voltage
2980,42.44 width
2981,98.26 depth
2982,38.17 item_weight
2983,21.92 item_weight
2984,52.50 width
2985,64.47 item_weight
2986,95.94 maximum_weight_recommendation
2987,67.60 voltage
2988,48.50 item_weight
2989,29.51 wattage
2990,6.43 voltage
2991,88.57 maximum_weight_recommendation
2992,4.21 height
2993,28.94 width
2994,1.82 depth
2995,22.04 width
2996,75.64 voltage
2997,11.27 wattage
2998,99.34 item_weight
2999,66.80 maximum_weight_recommendation
3000,67.41 depth
3001,20.22 height
3002,36.72 depth
3003,38.63 width
3004,7.57 depth
3005,41.09 width
3006,59.23 height
3007,11.71 width
3008,27.72 item_volume
3009,19.72 height
3010,20.84 depth
3011,16.84 height
3012,46.89 item_weight
3013,18.31 wattage
3014,18.73 voltage
3015,53.18 wattage
3016,74.34 voltage
3017,41.65 height
3018,48.96 wattage
3019,23.23 item_weight
3020,67.16 voltage
3021,58.50 height
3022,40.35 depth
3023,43.96 width
3024,6.73 voltage
3025,1.32 width
3026,91.23 depth
3027,37.39 voltage
3028,4.45 height
3029,10.24 maximum_weight_recommendation
3030,45.58 voltage
3031,98.39 height
3032,49.00 width
3033,32.37 item_weight
3034,79.79 voltage
3035,37.09 wattage
3036,92.93 item_weight
3037,32.80 height
3038,10.21 depth
3039,47.86 wattage
3040,16.48 voltage
3041,92.70 item_weight
3042,66.16 width
3043,54.36 depth
3044,39.80 maximum_weight_recommendation
3045,97.16 height
3046,99.45 depth
3047,65.79 width
3048,92.52 depth
3049,59.65 height
3050,89.74 item_weight
3051,98.97 wattage
3052,78.30 item_weight
3053,33.67 item_weight
3054,23.70 depth
3055,13.14 item_weight
3056,9.73 height
3057,89.29 depth
3058,3.06 voltage
3059,13.34 maximum_weight_recommendation
3060,54.61 item_weight
3061,67.48 item_weight
3062,1.96 wattage
3063,79.58 voltage
3064,8.06 height
3065,9.36 maximum_weight_recommendation
3066,89.07 item_weight
3067,29.83 item_weight
3068,67.45 item_volume
3069,75.43 height
3070,68.67 height
3071,40.44 voltage
3072,50.28 width
3073,20.62 item_weight
3074,14.34 item_weight
3075,37.42 wattage
3076,73.79 width
3077,18.62 depth
3078,19.23 item_weight
3079,34.28 height
3080,1.78 width
3081,20.08 height
3082,48.30 wattage
3083,20.43 item_weight
3084,34.43 voltage
3085,91.81 depth
3086,37.23 height
3087,88.06 height
3088,85.21 height
3089,68.06 depth
3090,20.52 width
3091,50.87 height
3092,63.97 maximum_weight_recommendation
3093,80.43 height
3094,4.36 item_weight
3095,73.50 width
3096,64.19 item_weight
3097,26.09 width
3098,20.14 depth
3099,83.08 item_weight
3100,24.29 depth
3101,34.74 wattage
3102,9.87 item_weight
3103,61.04 item_weight
3104,85.29 height
3105,95.21 width
3106,3.43 depth
3107,33.68 maximum_weight_recommendation
3108,10.42 maximum_weight_recommendation
3109,42.28 height
3110,48.40 depth
3111,81.11 height
3112,94.50 width
3113,48.74 depth
3114,66.00 height
3115,75.69 item_volume
3116,65.15 voltage
3117,13.82 item_weight
3118,76.84 maximum_weight_recommendation
3119,73.93 item_weight
3120,74.71 item_volume
3121,96.18 wattage
3122,48.55 item_weight
3123,88.60 height
3124,18.13 depth
3125,29.04 wattage
3126,82.54 item_weight
3127,34.80 height
3128,46.78 depth
3129,35.14 width
3130,70.98 height
3131,6.57 depth
3132,82.21 item_weight
3133,10.35 depth
3134,57.51 width
3135,42.70 item_weight
3136,44.06 width
3137,70.16 width
3138,68.75 voltage
3139,54.26 maximum_weight_recommendation
3140,34.06 height
3141,97.59 depth
3142,40.66 width
3143,89.64 maximum_weight_recommendation
3144,33.09 item_weight
3145,69.07 maximum_weight_recommendation
3146,74.35 wattage
3147,29.95 wattage
3148,25.13 voltage
3149,76.65 voltage
3151,48.10 width
3152,55.85 voltage
3153,62.18 item_weight
3154,96.37 item_weight
3155,35.22 depth
3156,27.24 item_weight
3157,72.32 height
3158,80.94 depth
3159,39.05 height
3160,15.03 height
3161,81.55 depth
3162,6.80 width
3163,93.74 depth
3164,14.69 height
3165,44.85 item_weight
3166,47.38 height
3167,35.79 voltage
3168,87.95 maximum_weight_recommendation
3169,17.45 item_weight
3170,28.70 depth
3171,44.49 width
3172,52.23 height
3173,91.74 item_weight
3174,69.03 voltage
3175,84.32 voltage
3176,21.59 wattage
3177,3.34 depth
3178,45.09 height
3179,85.96 width
3180,47.33 depth
3181,13.31 item_weight
3182,52.14 voltage
3183,70.45 wattage
3184,87.65 height
3185,36.95 width
3186,23.84 depth
3187,21.88 width
3188,71.86 depth
3189,6.67 item_weight
3190,37.84 voltage
3191,28.94 maximum_weight_recommendation
3192,24.40 depth
3193,53.04 height
3194,5.03 wattage
3195,67.40 voltage
3196,20.86 item_weight
3197,98.30 wattage
3198,45.14 voltage
3199,12.00 maximum_weight_recommendation
3200,2.89 wattage
3201,51.88 voltage
3202,49.06 width
3203,66.54 item_weight
3204,33.35 maximum_weight_recommendation
3205,3.06 width
3206,90.94 item_weight
3207,80.31 maximum_weight_recommendation
3208,36.03 maximum_weight_recommendation
3209,8.65 voltage
3210,6.81 item_weight
3211,23.34 wattage
3212,35.75 height
3213,89.66 width
3214,5.56 maximum_weight_recommendation
3215,99.88 voltage
3216,82.87 wattage
3217,97.12 width
3218,51.06 width
3219,20.49 height
3220,45.84 item_weight
3221,92.68 voltage
3222,16.03 wattage
3223,3.95 item_weight
3224,85.26 height
3225,71.13 item_weight
3226,64.41 item_weight
3227,83.49 item_weight
3228,35.33 depth
3229,82.47 width
3230,49.56 height
3231,88.69 item_weight
3232,83.09 item_weight
3233,31.95 width
3234,84.15 voltage
3235,22.27 depth
3236,61.07 height
3237,82.47 width
3238,23.10 height
3239,91.60 wattage
3240,55.37 height
3241,39.98 depth
3242,29.54 depth
3243,22.81 height
3244,6.19 wattage
3245,50.76 voltage
3246,49.29 voltage
3247,31.15 item_weight
3248,6.83 width
3249,73.62 voltage
3250,3.21 width
3251,26.22 depth
3252,53.13 item_weight
3253,97.27 wattage
3254,31.83 wattage
3255,28.51 voltage
3256,69.63 item_volume
3257,26.30 item_volume
3258,22.15 item_volume
3259,31.95 depth
3260,34.21 width
3261,56.70 depth
3262,67.46 maximum_weight_recommendation
3263,23.71 depth
3264,87.82 maximum_weight_recommendation
3265,62.60 maximum_weight_recommendation
3266,43.38 wattage
3267,77.98 item_weight
3268,51.77 voltage
3269,61.25 height
3270,35.46 depth
3271,5.32 height
3272,13.73 width
3273,90.61 depth
3274,13.59 wattage
3275,14.08 voltage
3276,45.35 item_weight
3277,37.80 width
3278,50.43 height
3279,63.37 height
3280,82.90 width
3281,36.26 height
3282,15.11 depth
3283,32.48 depth
3284,36.17 item_weight
3285,78.41 height
3286,46.04 depth
3287,55.01 item_volume
3288,40.08 depth
3289,2.45 height
3290,96.19 item_volume
3291,61.55 voltage
3292,45.65 wattage
3293,63.98 width
3294,90.65 voltage
3295,22.59 width
3296,84.31 item_weight
3297,19.63 voltage
3298,74.47 depth
3299,10.30 item_weight
3300,70.00 depth
3301,70.13 height
3302,19.82 width
3303,89.61 voltage
3304,4.92 depth
3305,85.21 height
3306,71.25 depth
3307,16.99 depth
3308,94.26 item_weight
3309,78.10 height
3310,43.06 height
3311,82.13 depth
3312,9.49 height
3313,1.49 width
3314,94.08 height
3315,9.34 depth
3316,21.82 width
3317,42.80 voltage
3318,68.96 height
3319,8.31 width
3320,47.76 height
3321,14.26 maximum_weight_recommendation
3322,77.77 item_weight
3323,8.71 voltage
3324,28.55 voltage
3325,12.97 voltage
3326,39.27 voltage
3327,95.78 voltage
3328,33.32 wattage
3329,24.72 item_weight
3330,80.66 item_weight
3331,1.55 width
3332,86.40 height
3333,86.49 maximum_weight_recommendation
3334,67.43 height
3335,66.91 depth
3336,72.55 maximum_weight_recommendation
3337,75.68 item_weight
3338,46.12 maximum_weight_recommendation
3339,80.88 width
3340,68.61 height
3341,13.66 item_weight
3342,98.76 item_weight
3343,22.17 item_weight
3344,16.82 width
3345,2.99 height
3346,75.12 width
3347,68.82 maximum_weight_recommendation
3348,69.62 voltage
3349,50.28 maximum_weight_recommendation
3350,27.58 item_weight
3351,30.26 maximum_weight_recommendation
3352,96.82 item_volume
3353,19.75 height
3354,43.37 width
3355,48.63 depth
3356,17.58 height
3357,37.03 width
3358,57.25 height
3359,72.16 voltage
3360,2.82 wattage
3361,94.45 height
3362,68.11 item_weight
3363,97.48 height
3364,56.56 depth
3365,81.67 depth
3366,45.10 item_weight
3367,99.06 wattage
3368,25.52 voltage
3369,2.31 maximum_weight_recommendation
3370,39.99 maximum_weight_recommendation
3371,28.11 width
3372,33.33 depth
3373,65.26 maximum_weight_recommendation
3374,29.82 item_weight
3375,21.41 item_weight
3376,91.95 height
3377,57.12 item_weight
3378,64.55 voltage
3379,2.36 width
3380,63.45 width
3381,19.94 wattage
3382,67.03 voltage
3383,33.62 item_volume
3384,88.90 maximum_weight_recommendation
3385,73.03 height
3386,60.66 width
3387,91.86 depth
3388,78.51 item_weight
3389,49.30 width
3390,13.64 height
3391,98.88 height
3392,56.84 width
3393,70.19 depth
3394,98.95 width
3395,68.46 maximum_weight_recommendation
3396,40.12 maximum_weight_recommendation
3397,58.00 item_weight
3398,84.02 wattage
3399,51.49 item_weight
3400,27.14 voltage
3401,80.59 width
3402,30.67 height
3403,67.63 voltage
3404,66.27 height
3405,24.02 height
3406,72.75 maximum_weight_recommendation
3407,89.78 depth
3408,93.58 height
3409,74.96 width
3410,47.69 height
3411,15.25 width
3412,47.31 item_weight
3413,56.70 height
3414,86.74 depth
3415,99.79 wattage
3416,86.87 voltage
3417,27.80 width
3418,97.33 item_weight
3419,67.66 item_weight
3420,53.52 height
3421,87.58 depth
3422,35.37 width
3423,41.19 voltage
3424,96.43 voltage
3425,5.47 depth
3426,10.26 height
3427,70.12 wattage
3428,26.97 voltage
3429,57.55 width
3430,84.30 height
3431,67.64 width
3432,6.96 height
3433,31.74 depth
3434,21.60 voltage
3435,52.94 width
3436,55.90 depth
3437,9.57 height
3438,28.26 depth
3439,83.68 width
3440,10.87 depth
3441,37.24 height
3442,26.90 maximum_weight_recommendation
3443,91.47 height
3444,86.74 depth
3445,25.20 width
3446,54.86 item_volume
3447,97.34 height
3448,32.26 width
3449,73.19 item_weight
3450,56.51 height
3451,3.70 height
3452,83.11 depth
3453,16.49 item_weight
3454,45.03 wattage
3455,81.30 voltage
3456,20.04 maximum_weight_recommendation
3457,41.23 item_volume
3458,62.84 item_weight
3459,30.37 depth
3460,74.56 height
3461,79.95 item_weight
3462,18.51 item_weight
3463,17.50 height
3464,57.64 width
3465,37.09 item_weight
3466,4.15 item_weight
3467,10.68 item_volume
3468,31.67 voltage
3469,39.09 wattage
3470,49.53 item_weight
3471,42.33 voltage
3472,40.46 item_weight
3473,16.22 width
3474,83.59 width
3475,97.01 depth
3476,66.89 height
3477,80.31 depth
3478,79.95 height
3479,27.77 height
3480,74.34 depth
3481,22.92 depth
3482,36.71 width
3483,51.91 item_weight
3484,49.48 width
3485,44.95 depth
3486,98.59 item_weight
3487,24.97 item_weight
3488,75.60 depth
3489,70.49 wattage
3490,76.99 item_weight
3491,17.07 height
3492,99.83 height
3493,87.88 depth
3494,65.19 height
3495,36.25 depth
3496,77.79 width
3497,13.99 depth
3498,92.03 width
3499,85.32 depth
3500,98.89 height
3501,12.86 width
3502,41.53 depth
3503,34.73 maximum_weight_recommendation
3504,83.38 height
3505,8.10 depth
3506,70.04 item_weight
3507,46.11 depth
3508,55.40 width
3509,96.21 width
3510,65.52 depth
3511,88.53 maximum_weight_recommendation
3512,36.51 height
3513,99.61 width
3514,75.02 height
3515,93.22 width
3516,73.04 depth
3517,99.78 depth
3518,44.99 width
3519,93.67 width
3520,49.53 voltage
3521,17.08 wattage
3522,11.39 maximum_weight_recommendation
3523,70.07 depth
3524,79.94 item_weight
3525,21.30 maximum_weight_recommendation
3526,45.27 voltage
3527,68.84 height
3528,10.00 height
3529,77.69 item_volume
3530,48.94 item_weight
3531,33.28 height
3532,64.25 height
3533,98.13 width
3534,78.79 item_weight
3535,32.02 maximum_weight_recommendation
3536,56.95 voltage
3537,38.35 height
3538,26.15 height
3539,34.32 item_weight
3540,26.71 width
3541,56.17 voltage
3542,63.75 wattage
3543,12.66 depth
3544,95.38 height
3545,16.36 item_weight
3546,67.74 depth
3547,46.95 height
3548,49.85 width
3549,89.24 depth
3550,21.06 width
3551,69.08 maximum_weight_recommendation
3552,40.62 width
3553,8.62 width
3554,73.59 depth
3555,54.79 height
3556,12.93 item_weight
3557,14.92 item_weight
3558,40.85 item_weight
3559,89.38 depth
3560,32.15 height
3561,51.75 item_weight
3562,37.40 maximum_weight_recommendation
3563,63.02 width
3564,6.75 width
3565,19.35 depth
3566,14.39 width
3567,72.91 wattage
3568,34.29 voltage
3569,95.00 item_weight
3570,4.53 voltage
3571,66.55 item_weight
3572,82.68 item_weight
3573,52.10 depth
3574,14.28 item_weight
3575,65.03 height
3576,65.26 height
3577,25.62 voltage
3578,45.21 wattage
3579,97.46 height
3580,51.36 width
3581,3.77 voltage
3582,38.22 wattage
3583,54.06 width
3584,29.09 depth
3585,20.58 height
3586,52.65 item_weight
3587,54.38 width
3588,39.39 depth
3589,48.38 depth
3590,59.62 height
3591,84.76 depth
3592,74.27 item_weight
3593,44.46 width
3594,73.90 item_volume
3595,81.94 voltage
3596,54.44 depth
3597,23.48 depth
3598,54.79 height
3599,75.32 height
3600,30.17 wattage
3601,9.25 height
3602,63.98 width
3603,75.40 item_weight
3604,98.76 item_weight
3605,70.39 height
3606,4.59 voltage
3607,95.36 height
3608,9.12 width
3609,16.96 depth
3610,20.92 item_weight
3611,84.13 height
3612,51.98 width
3613,20.70 depth
3614,89.82 height
3615,34.61 depth
3616,19.48 height
3617,10.08 item_weight
3618,87.88 height
3619,20.28 depth
3620,82.08 maximum_weight_recommendation
3621,84.79 depth
3622,7.56 height
3623,64.41 maximum_weight_recommendation
3624,1.95 item_weight
3625,50.12 item_volume
3626,20.99 item_weight
3627,6.65 maximum_weight_recommendation
3628,86.09 maximum_weight_recommendation
3629,60.80 voltage
3630,2.59 wattage
3631,91.12 voltage
3632,59.28 width
3633,87.78 height
3634,86.70 width
3635,25.86 item_weight
3636,46.51 width
3637,63.19 maximum_weight_recommendation
3638,32.81 maximum_weight_recommendation
3639,4.21 item_weight
3640,8.33 wattage
3641,40.15 voltage
3642,16.91 depth
3643,82.66 height
3644,96.71 depth
3645,44.91 width
3646,39.21 width
3647,10.13 height
3648,58.22 maximum_weight_recommendation
3649,54.85 item_volume
3650,98.54 maximum_weight_recommendation
3651,85.05 depth
3652,11.03 height
3653,71.75 voltage
3654,7.53 wattage
3655,18.66 item_weight
3656,10.66 item_weight
3657,65.40 item_weight
3658,27.58 maximum_weight_recommendation
3659,22.15 width
3660,17.84 height
3661,37.00 depth
3662,10.81 item_weight
3663,17.78 depth
3664,39.81 height
3665,65.31 width
3666,59.24 voltage
3667,75.03 voltage
3668,64.56 item_volume
3669,72.08 width
3670,16.67 depth
3671,15.29 height
3672,97.79 height
3673,46.42 width
3674,4.54 item_volume
3675,7.45 depth
3676,92.57 height
3677,37.26 width
3678,88.65 width
3679,58.52 width
3680,68.02 depth
3681,93.86 width
3682,49.93 depth
3683,90.87 height
3684,41.41 height
3685,97.56 depth
3686,90.99 item_weight
3687,90.16 depth
3688,67.25 width
3689,59.14 voltage
3690,43.10 voltage
3691,32.95 depth
3692,5.42 width
3693,28.54 height
3694,9.24 width
3695,82.70 width
3696,59.06 height
3697,57.69 depth
3698,81.48 item_weight
3699,42.71 item_weight
3700,32.71 depth
3701,55.81 depth
3702,75.00 height
3703,75.25 height
3704,46.69 depth
3705,88.61 voltage
3706,56.35 item_weight
3707,48.31 depth
3708,94.60 width
3709,69.86 voltage
3710,45.86 maximum_weight_recommendation
3711,35.08 wattage
3712,97.63 voltage
3713,35.33 item_weight
3714,42.24 item_weight
3715,18.93 maximum_weight_recommendation
3716,56.29 item_volume
3717,44.94 wattage
3718,76.30 voltage
3719,75.53 height
3720,27.72 wattage
3721,60.38 voltage
3722,21.32 height
3723,24.65 depth
3724,24.68 height
3725,99.86 width
3726,68.83 depth
3727,35.27 height
3728,19.60 voltage
3729,44.29 item_weight
3730,43.17 item_weight
3731,79.83 height
3732,71.71 depth
3733,26.18 item_weight
3734,30.40 depth
3735,58.84 width
3736,51.39 item_weight
3737,89.37 maximum_weight_recommendation
3738,90.10 item_weight
3739,7.26 maximum_weight_recommendation
3740,56.77 height
3741,26.78 depth
3742,85.62 voltage
3743,43.54 wattage
3744,80.21 item_weight
3745,52.23 width
3746,7.45 item_weight
3747,36.77 maximum_weight_recommendation
3748,56.47 voltage
3749,36.46 wattage
3750,3.51 height
3751,9.52 width
3752,59.26 item_weight
3753,14.92 maximum_weight_recommendation
3754,30.81 width
3755,64.73 depth
3756,42.03 height
3757,5.73 item_weight
3758,92.43 width
3759,61.48 width
3760,32.76 height
3761,60.68 width
3762,40.41 height
3763,65.35 width
3764,9.07 voltage
3765,86.34 width
3766,9.41 depth
3767,70.58 height
3768,85.27 height
3769,42.84 depth
3770,74.66 height
3771,53.31 voltage
3772,43.47 item_weight
3773,56.75 wattage
3774,5.20 maximum_weight_recommendation
3775,76.14 depth
3776,80.95 item_weight
3777,81.62 depth
3778,16.50 height
3779,98.13 depth
3780,79.93 item_weight
3781,1.50 item_weight
3782,90.47 depth
3783,43.64 voltage
3784,90.19 height
3785,83.81 depth
3786,60.03 item_volume
3787,15.88 maximum_weight_recommendation
3788,5.19 width
3789,52.44 item_weight
3790,26.38 depth
3791,84.17 height
3792,72.64 item_weight
3793,95.04 voltage
3794,38.89 depth
3795,96.79 width
3796,88.22 item_weight
3797,80.55 width
3798,83.34 maximum_weight_recommendation
3799,37.19 depth
3800,90.99 item_weight
3801,2.42 width
3802,88.54 width
3803,2.19 height
3804,57.54 width
3805,31.57 height
3806,81.64 depth
3807,13.39 width
3808,88.12 wattage
3809,64.57 voltage
3810,83.11 wattage
3811,92.64 voltage
3812,55.70 height
3813,50.80 maximum_weight_recommendation
3814,81.52 depth
3815,25.00 width
3816,63.78 width
3817,62.22 height
3818,80.04 height
3819,58.86 width
3820,16.99 depth
3821,74.75 height
3822,20.74 width
3823,49.82 depth
3824,90.26 width
3825,29.73 voltage
3826,45.46 item_weight
3827,85.50 wattage
3828,48.52 depth
3829,18.14 width
3830,80.71 item_weight
3831,81.07 height
3832,93.07 depth
3833,99.73 item_weight
3834,90.61 wattage
3835,78.74 voltage
3836,39.83 maximum_weight_recommendation
3837,75.31 width
3838,92.25 depth
3839,83.31 depth
3840,8.65 height
3841,17.46 maximum_weight_recommendation
3843,91.06 width
3844,5.72 depth
3845,28.61 item_weight
3846,86.00 item_weight
3847,38.49 height
3848,94.02 depth
3849,95.66 item_volume
3850,93.76 voltage
3851,18.66 wattage
3852,90.70 item_weight
3853,27.43 item_weight
3854,8.76 voltage
3855,49.85 depth
3856,49.41 width
3857,38.99 height
3858,36.31 width
3859,33.68 depth
3860,61.88 height
3861,94.65 maximum_weight_recommendation
3862,86.58 item_weight
3863,84.93 voltage
3866,96.17 maximum_weight_recommendation
3867,91.33 depth
3868,56.75 height
3869,48.79 item_weight
3870,72.89 depth
3871,40.19 width
3872,5.23 item_weight
3873,76.28 height
3874,12.60 width
3875,91.70 depth
3876,28.13 height
3877,60.04 height
3878,72.55 width
3879,94.13 depth
3880,92.58 height
3881,77.72 depth
3882,78.79 width
3883,92.24 maximum_weight_recommendation
3884,85.91 item_weight
3885,12.91 item_weight
3886,16.10 depth
3887,11.39 voltage
3888,28.53 depth
3889,92.06 width
3890,47.22 depth
3891,6.34 height
3892,10.12 width
3893,83.31 maximum_weight_recommendation
3894,87.29 height
3895,49.23 item_weight
3896,24.12 width
3897,90.82 width
3898,64.05 depth
3899,55.58 item_weight
3900,51.14 item_weight
3901,20.30 width
3902,42.91 height
3903,93.33 depth
3904,6.30 width
3905,68.83 depth
3906,23.54 height
3907,75.33 width
3908,30.49 depth
3909,82.92 maximum_weight_recommendation
3910,9.41 depth
3911,27.84 width
3912,20.25 voltage
3913,78.05 depth
3914,67.55 height
3915,41.54 item_weight
3916,60.82 height
3917,69.79 maximum_weight_recommendation
3918,46.20 item_weight
3919,24.53 depth
3920,24.50 height
3921,47.54 depth
3922,31.42 maximum_weight_recommendation
3923,70.63 item_volume
3924,52.23 maximum_weight_recommendation
3925,96.64 item_weight
3926,55.73 depth
3927,23.95 width
3928,50.40 voltage
3929,92.86 wattage
3930,36.46 item_weight
3931,21.94 depth
3932,8.29 height
3933,86.53 item_weight
3934,59.85 height
3935,71.63 item_weight
3936,47.15 item_weight
3937,64.71 depth
3938,20.77 height
3939,53.14 height
3940,47.76 depth
3941,99.29 height
3942,40.77 depth
3943,6.16 height
3944,11.29 item_weight
3945,56.69 height
3946,50.77 voltage
3947,87.46 wattage
3948,30.75 width
3949,91.51 depth
3950,37.76 maximum_weight_recommendation
3951,18.07 voltage
3952,55.06 maximum_weight_recommendation
3953,27.94 voltage
3954,77.67 width
3955,65.56 height
3956,95.83 width
3957,12.16 voltage
3958,54.82 height
3959,55.40 height
3960,18.67 width
3961,65.67 voltage
3962,52.11 height
3963,90.74 voltage
3964,9.61 item_weight
3965,67.09 depth
3966,12.24 width
3967,24.50 voltage
3968,55.40 depth
3969,63.11 height
3970,51.00 height
3971,45.92 depth
3972,41.05 item_weight
3973,66.81 wattage
3974,16.95 width
3975,53.52 wattage
3976,67.80 voltage
3977,38.37 maximum_weight_recommendation
3978,83.24 item_weight
3979,77.71 width
3980,33.83 depth
3981,49.65 width
3982,38.65 maximum_weight_recommendation
3983,71.56 item_weight
3984,70.57 voltage
3985,94.08 wattage
3986,11.91 depth
3987,80.39 height
3988,48.89 voltage
3989,62.57 wattage
3990,77.92 depth
3991,25.91 width
3992,98.13 depth
3993,29.33 height
3994,36.80 depth
3995,85.66 width
3996,32.39 depth
3997,90.58 height
3998,64.47 depth
3999,15.13 item_volume
4000,26.15 item_weight
4001,70.15 item_volume
4002,32.59 height
4003,98.29 depth
4004,80.18 height
4005,45.24 depth
4006,5.94 item_weight
4007,24.49 voltage
4008,29.28 height
4009,56.45 depth
4010,8.72 width
4011,20.12 height
4012,85.85 width
4013,4.56 maximum_weight_recommendation
4014,46.54 maximum_weight_recommendation
4015,70.20 depth
4016,81.05 width
4017,18.38 height
4018,10.65 item_weight
4019,97.15 height
4020,57.36 depth
4021,21.59 depth
4022,37.30 width
4023,16.05 item_weight
4024,19.59 wattage
4025,8.73 item_weight
4026,62.09 width
4027,62.13 depth
4028,25.07 item_weight
